Производитель;Артикул;Наименование;Объем;Состав;Вязкость;API;ACEA;Допуски OEM;Цена;Количество
HONDA;08798-9035;Моторное масло HONDA Synthetic Blend SAE 10W-30 (0,946л);0,946;Полусинтетическое;10W-30;;;;1;1
HONDA;08232P99F2LHE;Моторное масло HONDA HFS-E SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL;A5/B5;;1;1
HONDA;08232P99D1HMR;Моторное масло HONDA HFS-E SAE 5W-30 (1л);1;Синтетическое;5W-30;;;;1;1
HONDA;08232P99G3LHE;Моторное масло HONDA HFS SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SL;A3/B3/B4;;1;1
HONDA;08232P99F1LHE;Моторное масло HONDA HFS-E SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL;A5/B5;;1;1
HONDA;08798-9036;Моторное масло HONDA Synthetic Blend SAE 0W-20 (0,946л);0,946;Синтетическое;0W20;;;;1;1
HONDA;08798-9032;Моторное масло HONDA Synthetic Blend SAE 5W-20 (0,946л);0,946;Полусинтетическое;5W-20;;;;1;1
HONDA;08798-9034;Моторное масло HONDA Synthetic Blend SAE 5W-30 (0,946л);0,946;Полусинтетическое;5W-30;;;;1;1
HONDA;08798-9038;Моторное масло HONDA Ultimate Full Synthetic SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;1;1
HONDA;08232P99L1LHE;Моторное масло HONDA HS SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3,B3;;1;1
HONDA;08232P99S1LHE;Моторное масло HONDA Green Oil (1л);1;Синтетическое;;;;;1;1
HONDA;08798-9023;Моторное масло HONDA SL Ultra SAE 5W-20 (0,946л);0,946;;;;;;1;Много
HONDA;08232P99B1LHE;Моторное масло HONDA HFE-C2 SAE 0W-30 (1л) (08232P99B1CB1);1;Синтетическое;0W-30;;A1/B1;;1;1
HONDA;154012;Моторное масло HONDA HFE 20 SAE 0W-20 (1л);1;Синтетическое;0W20; SM;;;1;1
HONDA;08798-9014;Моторное масло HONDA Motor Oil API SM SAE 5W-30 (0,946л);0,946;;5W-30;;;;1;1
HONDA;08798-9029;Моторное масло HONDA API SL/SM SAE 0W-20 (0,946л);0,946;;;;;;1;1
HONDA;08232-P99A2LHE ;Моторное масло HONDA HFE-20 SAE 0W-20 (1л);1;Синтетическое;0W20;SM;;;1;1
HONDA;08232-P99A1LHE;Моторное масло HONDA HFE-20 SAE 0W-20 (1л);1;Синтетическое;0W20;SM;;;1;1
HONDA;08232P99A30HE;Моторное масло HONDA Engine Oil SAE 0W-20 (1л);1;;0W-20;;;;1;1
HONDA;08232P99A3LHE ;Моторное масло HONDA HFE-20 SAE 0W-20 (1л);1;Синтетическое;0W-20;SM;;;1;1
HONDA;08245-99911;Моторное масло HONDA Ultra 2T Super FC (1л);1;Синтетическое;;;;;1;1
HONDA;08245-99901;Моторное масло HONDA Ultra 2T Super FC (1л);1;Синтетическое;;;;;1;1
HONDA;08213-99904;Моторное масло HONDA Ultra LTD API SM SAE 5W-30 (4л);4;Гидрокрекинг;5W30;;;;1;1
HONDA;08211-99904;Моторное масло HONDA Ultra LEO API SM SAE 0W-20 (4л);4;Синтетическое;0W20;SM;;;1;1
HONDA;08212-99904;Моторное масло HONDA Ultra MILD API SM SAE 10W-30 (4л);4;Гидрокрекинг;10W30;SM;;;1;1
HONDA;08217-99974;Моторное масло HONDA Ultra LEO API SN SAE 0W-20 (4л);4;Синтетическое;0W20;SN;;;1;1
HONDA;08218-99974;Моторное масло HONDA Ultra LTD API SN/GF-5 SAE 5W-30 (4л);4;Полусинтетическое;5W30;SN;;;1;1
HONDA;08220-99974;Моторное масло HONDA Ultra Gold API SN SAE 5W-40 (4л);4;Синтетическое;5W-40;;;;-1;1
HONDA;08219-99974;Моторное масло HONDA Ultra MILD API SN SAE 10W-30 (4л);4;Полусинтетическое;10W30;SN;;;1;1
HONDA;08211-99906;Моторное масло HONDA Ultra LEO API SM SAE 0W-20 (200л);200;;;;;;1;1
HONDA;00W20-BAS-N0LDRM;Моторное масло HONDA Motor Oil SAE 0W-20 (208л);208;Синтетическое;0W20;;;;1;1
HONDA;08798-9047;Моторное масло HONDA Synthetic Blend SAE 5W-30 (208л);208;Синтетическое;5W30;;;;1;1
HONDA;08798-9045;Моторное масло HONDA Synthetic Blend SAE 0W-20 (208л);208;Синтетическое;0W20;;;;1;1
HONDA;08798-9046;Моторное масло HONDA Synthetic Blend SAE 5W-20 (208л);208;Синтетическое;5W-20;;;;1;1
HONDA;08798-9048;Моторное масло HONDA Synthetic Blend SAE 10W-30 (208л);208;Синтетическое;10W30;;;;1;1
HONDA;08798-9049;Моторное масло HОNDA Ultimate Full Synthetic SAE 0W-20 (208л);208;Синтетическое;0W20;;;;1;1
HONDA;08798-9050;Моторное масло HONDA Ultimate Full Synthetic SAE 5W-20 (208л);208;Синтетическое;5W-20;;;;1;1
HONDA;08798-9051;Моторное масло HONDA Ultimate Full Synthetic SAE 5W-30 (208л);208;Синтетическое;5W30;;;;1;1
HONDA;08798-9052;Моторное масло HONDA Ultimate Full Synthetic SAE 10W-30 (208л);208;;10W30;;;;1;1
HONDA;08798-9024;Моторное масло HONDA Motor Oil API SM SAE 5W-30 (208л);208;Синтетическое;5W30;;;;1;1
Hyundai / KIA;510000141;Моторное масло HYUNDAI Turbo SYN Gasoline Engine Oil SAE 5W-30 (1л);1;Синтетическое;5W-30;SM;A3;;1;1
Hyundai / KIA;510000110;Моторное масло HYUNDAI Super Extra Gasoline SAE 5W-30 SL/GF-3 (1л);1;Полусинтетическое;5W-30;SL;;;1;1
Hyundai / KIA;520000110;Моторное масло HYUNDAI Classic Gold Diesel Engine Oil SAE 10W-30 CF-4 (1л);1;Гидрокрекинг;10W-30; CF-4;;;1;1
Hyundai / KIA;510000121;Моторное масло HYUNDAI Premium Gasoline SAE 5W-20 SL/GF-3 (1л);1;Полусинтетическое;5W-20;SL;;;1;1
Hyundai / KIA;520000100;Моторное масло HYUNDAI Premium PC Diesel Engine Oil SAE 10W-30 CH-4 (1л);1;Синтетическое;10W-30;CH-4;;;1;1
Hyundai / KIA;520000111;Моторное масло HYUNDAI Premium LS Diesel Engine Oil SAE 5W-30 CH-4 (1л);1;Полусинтетическое;5W-30;CH-4;A3/B4;;1;1
Hyundai / KIA;520000120;Моторное масло HYUNDAI Premium DPF Diesel Engine Oil SAE 5W-30 C3 (1л);1;Синтетическое;5W-30;; C3;;1;1
Hyundai / KIA;510000151;Моторное масло HYUNDAI Premium LF Gasoline SAE 5W-20 SM/GF-4 (1л);1;Синтетическое;5W-20; SM;;;1;1
Hyundai / KIA;510000321;Моторное масло HYUNDAI Premium Gasoline SAE 5W-20 SL/GF-3 (3л);3;Полусинтетическое;5W-20;SL;;;1;1
Hyundai / KIA;510000421;Моторное масло HYUNDAI Premium Gasoline SAE 5W-20 SL/GF-3 (4л);4;Полусинтетическое;5W-20;SL;;;1;1
Hyundai / KIA;510000451;Моторное масло HYUNDAI Premium LF Gasoline SAE 5W-20 SM/GF-4 (4л);4;Синтетическое;5W-20;SM;;;1;1
Hyundai / KIA;05200484A0;Моторное масло HYUNDAI Commercial Diesel SAE 10W-40 CI-4 (4л);4;Полусинтетическое;10W40;Cl-4;;;1;1
Hyundai / KIA;510000441;Моторное масло HYUNDAI Turbo SYN Gasoline Engine Oil SAE 5W-30  (4л);4;Синтетическое;5W-30;SM;A3;;1;1
Hyundai / KIA;510000410;Моторное масло HYUNDAI Super Extra Gasoline SAE 5W-30 SL/GF-3 (4л);4;Полусинтетическое;5W-30;SL;;;1;1
Hyundai / KIA;520000410;Моторное масло HYUNDAI Classic Gold Diesel Engine Oil SAE 10W-30 CF-4 (4л);4;Гидрокрекинг;10W-30; CF-4;;;1;1
Hyundai / KIA;520000400;Моторное масло HYUNDAI Premium PC Diesel Engine Oil SAE 10W-30 CH-4 (4л);4;Синтетическое;10W-30;CH-4;;;1;1
Hyundai / KIA;520000411;Моторное масло HYUNDAI Premium LS Diesel Engine Oil SAE 5W-30 CH-4 (4л);4;Полусинтетическое;5W-30;CH-4;A3/B4;;1;1
Hyundai / KIA;520000611;Моторное масло HYUNDAI Premium LS Diesel Engine Oil SAE 5W-30 CH-4 (6л);6;Синтетическое;5W-30;CH-4;A3/B4;;1;1
Hyundai / KIA;520000610;Моторное масло HYUNDAI Classic Gold Diesel Engine Oil SAE 10W-30 CF-4 (6л);6;Гидрокрекинг;10W-30; CF-4;;;1;1
Hyundai / KIA;520000620;Моторное масло HYUNDAI Premium DPF Diesel Engine Oil SAE 5W-30 C3 (6л);6;Синтетическое;5W-30;; C3;;1;1
Hyundai / KIA;520000600;Моторное масло HYUNDAI Premium PC Diesel Engine Oil SAE10W-30 CH-4 (6л);6;Синтетическое;10W-30;CH-4;;;1;1
Hyundai / KIA;05200486A0;Моторное масло HYUNDAI Commercial Diesel SAE 10W-40 CI-4 (6л);6;Полусинтетическое;10W-40;CI-4;;;1;1
Hyundai / KIA;0520048BA0;Моторное масло HYUNDAI Commercial Diesel SAE 10W-40 CI-4 (20л);20;Полусинтетическое;10W-40;CI-4;;;1;1
Hyundai / KIA;0510000C21;Моторное масло HYUNDAI Premium Gasoline SAE 5W-20 SL/GF-3 (200л);200;Полусинтетическое;5W-20;SL;;;1;1
Hyundai / KIA;0520000C11;Моторное масло HYUNDAI Premium LS Diesel Engine Oil SAE 5W-30 CH-4 (200л);200;Полусинтетическое;5W-30;CH-4;A3/B4;;1;1
Hyundai / KIA;0520000C10;Моторное масло HYUNDAI SAE 10W-30 CF-4 (200л);200;Гидрокрекинг;10W-30; CF-4;;;1;1
Hyundai / KIA;0520048CA0;Моторное масло HYUNDAI SAE 10W-40 CI-4 (200л);200;Полусинтетическое;10W-40;CI-4;;;1;1
MAZDA;0000-G5-0W20-QT;Моторное масло MAZDA Engine Oil SAE 0W-20 GF-5 (0,946л);0,946;Синтетическое;;;;;1;1
MAZDA;0000-77-5W30-QT;Моторное масло MAZDA Super Premium SAE 5W-30 (0,946л);0,946;Синтетическое;5W-30;;;;1;1
MAZDA;0W3001TFE;Моторное масло MAZDA Dexelia Supra SAE 0W-30 (1л);1;Синтетическое;0W-30;CF,SL;A3/B3/B4;;1;1
MAZDA;0W2001TFE;Моторное масло MAZDA Original Oil Supra SAE 0W-20 (1л);1;Синтетическое;0W-20;SN;;;1;1
MAZDA;0W3001DPF;Моторное масло MAZDA Original Oil Supra DPF SAE 0W-30 (1л);1;Синтетическое;0W-30;;C2;;1;1
MAZDA;053001TFE;Моторное масло MAZDA Original Oil Ultra SAE 5W-30 (1л);1;Синтетическое;5W-30;;C2;;1;1
MAZDA;053001DPF;Моторное масло MAZDA Original Oil Ultra DPF SAE 5W-30 (1л);1;Синтетическое;5W-30;;C2;;1;1
MAZDA;104001TFE;Моторное масло MAZDA Dexelia SAE 10W-40 (1л);1;Синтетическое;10W-40;SL/CF;A3/B3;;1;1
MAZDA;0000-77-5W20-QT;Моторное масло MAZDA Super Premium SAE 5W-20 (0,946л);0,946;Синтетическое;5W-20;;;;1;1
MAZDA;443733/R;Моторное масло MAZDA Dexelia Plus SAE 5W-40 (1л);1;Синтетическое;5W-40;;;;1;1
MAZDA;K004-W0-509C;Моторное масло MAZDA Golden SL SAE 10W-30 (4л);4;Минеральное;10W-30;SL;;;1;Много
MAZDA;K004-W0-510E;Моторное масло MAZDA Golden ECO SAE 0W-20 (4л);4;Синтетическое;0W20;;;;0;1
MAZDA;K004-W0-511J;Моторное масло MAZDA Golden SM SAE 5W-20 (4л);4;Синтетическое;5W-20;SM;;;1;1
MAZDA;K004-W0-508C;Моторное масло MAZDA Golden SL SAE 5W-30 (4л);4;Синтетическое;5W-30;SL;;;1;1
MAZDA;K004-W0-513J;Моторное масло MAZDA Golden SM SAE 10W-30 (4л);4;Синтетическое;10W-30;SM;;;1;1
MAZDA;K004-W0-512J;Моторное масло MAZDA Golden SM SAE 5W-30 (4л);4;Синтетическое;5W-30;SM;;;1;1
MAZDA;0W2005TFE;Моторное масло MAZDA Original Oil Supra SAE 0W-20 (5л);5;Синтетическое;0W-20;SN;;;1;1
MAZDA;0W3005TFE;Моторное масло MAZDA Original Oil Supra SAE 0W-30 (5л);5;Синтетическое;0W-30;SL/CF;A3/B3/B4;;1;1
MAZDA;0W3005TFE;Моторное масло MAZDA Dexelia Supra SAE 0W-30 (5л);5;Синтетическое;0W-30;CF,SL;A3/B3/B4;;1;1
MAZDA;0W3005DPF;Моторное масло MAZDA Original Oil Supra DPF SAE 0W-30 (5л);5;Синтетическое;0W-30;;C2;;1;1
MAZDA;053005TFE;Моторное масло MAZDA Original Oil Ultra SAE 5W-30 (5л);5;Синтетическое;5W-30;SL/CF;A5/B5;;1;1
MAZDA;053005DPF;Моторное масло MAZDA Original Oil Ultra DPF SAE 5W-30 (5 л);5;Синтетическое;5W-30;;C2;;1;1
MAZDA;053005TFE;Моторное масло MAZDA Dexelia Original Oil Ultra SAE 5W-30 (5л);5;Синтетическое;5W-30;;;;1;1
MAZDA;151289;Моторное масло MAZDA Dexelia DPF SAE 5W-30 (5л);5;Синтетическое;5W-30;;C2;;1;1
MAZDA;104005TFE;Моторное масло MAZDA Dexelia SAE 10W-40 (5л);5;Синтетическое;10W-40;SL/CF;A3/B3;;1;1
MAZDA;452353/R;Моторное масло MAZDA Dexelia Plus SAE 5W-40 (5л);5;Синтетическое;5W-40;;;;1;1
MAZDA;183664;Моторное масло MAZDA Original Oil Ultra SAE 5W-30 (208л);208;Синтетическое;5W-30;SL/CF;A5/B5;;1;1
MAZDA;530208TFE;Моторное масло MAZDA Original Oil Ultra SAE 5W-30 (208л);208;Синтетическое;5W-30;SL/CF;A5/B5;;1;1
Mercedes-Benz;A0009898301AAA6;Моторное масло MB SAE 5W-30 229.5 (1л);1;Синтетическое;5W-30;;;MB 229.5;1;1
Mercedes-Benz;A0009899701AAA6;Моторное масло MB SAE 5W-30 229.51 (1л);1;Синтетическое;5W-30;;;MB 229.51;1;1
Mercedes-Benz;A0019893701AAA6;Моторное масло MB SAE 5W-30 229.52 (1л);1;;5W-30;;;;1;1
Mercedes-Benz;A000989970116;Моторное масло MB SAE 5W-30 229.51 (1л);1;Синтетическое;5W-30;;;MB 229.51;1;1
Mercedes-Benz;A0009899701ADA6;Моторное масло MB SAE 5W-30 229.51 (1л);1;Синтетическое;5W-30;;;MB 229.51;1;1
Mercedes-Benz;A000989890110;Моторное масло MB SAE 5W-30 229.31 (1л);1;Синтетическое;5W-30;;;MB 229.31;1;1
Mercedes-Benz;A0009898201AAA6;Моторное масло MB SAE 5W-40 229.3 (1л);1;Синтетическое;5W-40;;;MB 229.3;1;1
Mercedes-Benz;A0009898201ADA6;Моторное масло MB SAE 5W-40 229.3 (1л);1;Синтетическое;5W-40;;;MB 229.3;1;1
Mercedes-Benz;A0009898301ADA6;Моторное масло MB SAE 5W-30 229.5 (1л);1;Синтетическое;5W-30;;;MB 229.5;1;1
Mercedes-Benz;A0009898301AAA4;Моторное масло MB SAE 5W-30 229.5 (5л);5;Синтетическое;5W-30;;;MB 229.5;1;1
Mercedes-Benz;A0009899701AAA4;Моторное масло MB SAE 5W-30 229.51 (5л);5;Синтетическое;5W-30;;;MB 229.51;1;1
Mercedes-Benz;A0009898201AAA4;Моторное масло MB SAE 5W-40 229.3 (5л);5;Синтетическое;5W-40;;;;1;1
Mercedes-Benz;A0009898301ADA4;Моторное масло MB SAE 5W-30 229.5 (5л);5;Синтетическое;5W-30;;;MB 229.5;1;1
Mercedes-Benz;A0009899701ADA4;Моторное масло MB SAE 5W-30 229.51 (5л);5;Синтетическое;5W-30;;;MB 229.51;1;1
MITSUBISHI;MZ320080;Моторное масло MITSUBISHI Clear Tec SAE 0W-20 (1л);1;Синтетическое;0W-20;SM;;;1;1
MITSUBISHI;MZ320267;Моторное масло MITSUBISHI Engine Oil Semi-Synthetic SM/CF SAE 5W-30 (1л);1;Полусинтетическое;5W-30;SM/CF;;;1;1
MITSUBISHI;X1200103;Моторное масло MITSUBISHI Diamond Evolution SAE 5W-30 (1л);1;Синтетическое;5W-30;CF/SM;A3/B3/B4/C2/C3;BMW Longlife-04,MB 229.31,MB 229.51,OPEL GM-LL-A-025,VW 504.00,VW 507.00;1;1
MITSUBISHI;X1200102;Моторное масло MITSUBISHI Diamond Perfomance SAE 5W-40 (1л);1;Синтетическое;5W-40;SL/CF;A3/B3/B4;BMW LongLife 98,GM –LL-B025,MB 229.3,Porsche,VW 502 00/505 00;1;1
MITSUBISHI;MZ320220;Моторное масло MITSUBISHI Engine Oil Fully Synthetic SM/CF SAE 5W-40 (1л);1;Синтетическое;5W-40;SM/CF;;;1;1
MITSUBISHI;X1200101;Моторное масло MITSUBISHI Diamond Protection SAE 10W-40 (1л);1;Синтетическое;10W-40;SL/CF;A3/B3;MB 229.1,VW 505 00;1;1
MITSUBISHI;MZ320190;Моторное масло MITSUBISHI Motor Oil SAE 0W-20 SM (1л);1;;0W-20;SM;;;1;1
MITSUBISHI;MZ320150;Моторное масло MITSUBISHI Motor Oil SAE 0W-30 SM (1л);1;Синтетическое;0W-30;SM;;;1;1
MITSUBISHI;MZ320153;Моторное масло MITSUBISHI Motor Oil SAE 5W-30 SM (1л);1;;5W-30;SM/CF;;;1;1
MITSUBISHI;MZ320268;Моторное масло MITSUBISHI Engine Oil Semi-Synthetic SM/CF SAE 5W-30 (4л);4;Полусинтетическое;5W-30;SM/CF;;;1;1
MITSUBISHI;MZ320221;Моторное масло MITSUBISHI Engine Oil Fully Synthetic SM/CF SAE 5W-40 (4л);4;Синтетическое;5W-40;SM/CF;;;-9999;1
MITSUBISHI;MZ102562;Моторное масло MITSUBISHI Lubrolene SM-Х SAE 0W-20 (4л);4;;0W-20;;;;1;1
MITSUBISHI;3 601 610;Моторное масло MITSUBISHI DiaQueen SAE 5W-30 SM/GF-4 (4л);4;;5W-30;SM/GF;;;1;1
MITSUBISHI;MZ102711;Моторное масло MITSUBISHI Dia Queen Motor Oil SAE 0W-20 API SN/GF-5 (4л);4;Гидрокрекинг;0W-20;SN;;;1;1
MITSUBISHI;MZ102701;Моторное масло MITSUBISHI Dia Queen Motor Oil SAE 5W-30 API SN/GF-5 (4л);4;Гидрокрекинг;5W-30;SN;;;1;1
MITSUBISHI;7 807 610;Моторное масло MITSUBISHI DiaQueen SAE 10W-30 SL (4л);4;Гидрокрекинг;10W-30;SL;;;1;1
MITSUBISHI;7 806 610;Моторное масло MITSUBISHI DiaQueen SAE 5W-20 SL (4л);4;Минеральное;5W-20;CF/SL;;;1;1
MITSUBISHI;2 987 610;Моторное масло MITSUBISHI Diesel Super SAE 10W-30 CF-4 (4л);4;Гидрокрекинг;10W-30;CF-4;;;1;1
MITSUBISHI;MZ102 544;Моторное масло MITSUBISHI Lubrolene SL-Х SAE 5W-20 (4л);4;Полусинтетическое;5W-20;;;;1;1
MITSUBISHI;MZ102565B;Моторное масло MITSUBISHI Lubrolene SM-Х SAE 5W-30 (4л);4;Полусинтетическое;5W-30;;;;1;1
MITSUBISHI;MZ102568B;Моторное масло MITSUBISHI Lubrolene SM-Х SAE 10W-30 (4л);4;Полусинтетическое;10W-30;;;;1;1
MITSUBISHI;2 423 610;Моторное масло MITSUBISHI Pajero CF-4 SAE 10W-30 (4л);4;Минеральное;10W-30;CF-4;;;1;1
MITSUBISHI;3 013 610;Моторное масло MITSUBISHI DiaQueen SAE 0W-20 SM/GF-4 (4л);4;;0W-20;SM/GF;;;1;1
MITSUBISHI;MZ320191;Моторное масло MITSUBISHI Motor Oil SAE 0W-20 SM (4л);4;Синтетическое;0W-20;SM;;;0;1
MITSUBISHI;MZ320151;Моторное масло MITSUBISHI Motor Oil SAE 0W-30 SM (4л);4;Синтетическое;0W-30;SM;;;1;1
MITSUBISHI;MZ320154;Моторное масло MITSUBISHI Motor Oil SAE 5W-30 SM (4л);4;;5W-30;SM/CF;;;1;1
MITSUBISHI;2504610;Моторное масло MITSUBISHI DiaQueen SAE 10W-30 SJ/CF (4л);4;;10W-30;SJ/CF;;;1;1
MITSUBISHI;8967610;Моторное масло MITSUBISHI Diesel SAE 5W-30 DL-1 (4л);4;;5W-30;;;;1;1
MITSUBISHI;MZ320192;Моторное масло MITSUBISHI Motor Oil SAE 0W-20 SM (209л);209;Синтетическое;0W-20;SM;;;1;1
MITSUBISHI;MZ320152;Моторное масло MITSUBISHI Motor Oil SAE 0W-30 SM (209л);209;Синтетическое;0W-30;SM;;;1;1
MITSUBISHI;MZ320155;Моторное масло MITSUBISHI Motor Oil SAE 5W-30 SM (209л);209;;5W-30;SM/CF;;;1;1
CASTROL;4667660060;Моторное масло CASTROL SLX Professional Powerflow Jaguar, Land Rover SAE 5W-30 ACEA C1 (1л);;Синтетическое;5W-30;;C1;Ford WSS-M2C 934-B;1;Много
CASTROL;4664290060;Моторное масло CASTROL SLX Professional Longtec SAE 5W-30 ACEA A5 (1л) ;;Синтетическое;5W-30;CF,SM;A1,A5,B1,B5;Ford WSS-M2C 913-C,GF-4;1;1
CASTROL;6245;Моторное масло CASTROL EDGE With Syntec Power Technology SAE 10W-30 (0,946л);0,946;Синтетическое;10W-30;SJ,SL,SM,SN;A1,A3,A5,B1,B5;Chrysler MS 6395,GM 6094M*;1;1
CASTROL;6141;Моторное масло CASTROL GTX Diesel SAE 15W-40 (0,946л);0,946;Синтетическое;15W-40; SJ,CH-4;A3 / B3;;1;1
CASTROL;6142;Моторное масло CASTROL HD 30 (0,946л);0,946;Синтетическое;30; SJ,SL,SM,SN;; Chrysler MS-6395M,Ford ESE-M2C153 F,Ford ESE-M2C153 G,GM 6085M;1;1
CASTROL;6143;Моторное масло CASTROL HD 40 (0,946л);0,946;Синтетическое;40; SJ,SL,SM,SN;; Chrysler MS-6395M,Ford ESE-M2C153 F,Ford ESE-M2C153 G,GM 6085M;1;1
CASTROL;6249;Моторное масло CASTROL EDGE With Syntec Power Technology SAE 5W-40 (0,946л);0,946;Синтетическое;5W-40;SJ,SL;A3/B3/B4;MB 229.1,MB 229.5,VW 502 00,VW 505.00;1;1
CASTROL;6250;Моторное масло CASTROL EDGE With Syntec Power Technology SAE 5W-50 (0,946л);0,946;Синтетическое;5W-50;SJ,SL;A3/B3/B4;MB 229.1,MB 229.5,VW 502 00,VW 505.00;1;1
CASTROL;6364;Моторное масло CASTROL GTX Syn Blend SAE 20W-50 Motor Oil (0,946л);0,946;Синтетическое;20W-50;SJ,SL,SM,SN;;Caterpillar ECF-1a,Caterpillar ECF-2,Caterpillar ECF-3,Cummins CES 20081,Mack EO-O Premium Plus,Volvo VDS-4;1;1
CASTROL;4,26E+12;Масло мотор.SLX Professional Longtec 0W-30 ( 1л);1;;;;;;1;1
CASTROL;4,26E+12;Масло моторное SLX Professional С3 5W-30 (1 л);1;;;;;;1;1
CASTROL;R1-SLXPLBM-12X1L;Масло мот.SLX Profes.Longtec BMW LL01 0W-30 (1 л);1;;;;;;1;1
CASTROL;R1-SLXPL53-12X1L;Масло мот.SLX Profes.Longtec BMW LL01 5W-30 (1 л);1;;;;;;1;1
CASTROL;R1-EDGSP10-12X1L;Масло моторное EDGE SPORT 10W-60 (1 л);1;;;;;;1;1
CASTROL;R1-MAPFС4-12X1L;Масло мотор.Magnatec Professional С3 5W-40 (1 л);1;;;;;;1;1
CASTROL;R1-MAPFA3-12X1L;Масло мотор.Magnatec Professional  A3 10W-40 (1 л);1;;;;;;1;1
CASTROL;6470;Моторное масло CASTROL GTX High Mileage SAE 20W-50 Motor Oil (0,946л);0,946;Синтетическое;20W-50; SG,SH,SJ,SL,SM;;;1;1
CASTROL;6460;Моторное масло CASTROL GTX High Mileage SAE 10W-40 Motor Oil (0,946л);0,946;Синтетическое;10W-40; SG,SH,SJ,SL,SM;;;1;1
CASTROL;151FF3;Моторное масло CASTROL Magnatec Professional A5 FORD SAE 5W-30 (1л);1;Синтетическое;5W-30;;;Ford WSS-M2C913-D;1;1
CASTROL;4673920060;Моторное масло CASTROL Magnatec Professional SAE 10W-40 ACEA A3 (1л);1;Полусинтетическое;10W-40;CF,SL;A3,B3,B4;FIAT 9.55535-D2,MB 229.1,VW 501.01,VW 505.00;99999999999999;1
CASTROL;15078F;Моторное масло CASTROL EDGE Professional OE SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;C3;BMW Longlife-04,Ford WSS-M2C 917-A,GM Dexos 2,MB 229.51,VW 502 00 / 505 00,VW 505 01;1;1
CASTROL;15090F;Моторное масло CASTROL EDGE Professional Skoda LongLife III SAE 5W-30 (1л);1;Синтетическое;5W-30;;C3;PORSCHE C30,VW 504.00,VW 507.00;1;1
CASTROL;15091A;Моторное масло CASTROL EDGE Professional VW LongLife III SAE 5W-30 (1л);12;Синтетическое;5W-30;;C3;PORSCHE C30,VW 504.00,VW 507.00;1;1
CASTROL;6360;Моторное масло CASTROL GTX Syn Blend SAE  5W-20 Motor Oil (0,946л);0,946;Синтетическое;5W-20;SJ,SL,SM,SN;;Chrysler MS 6395,Ford WSS-M2C153-H,Ford WSS-M2C930-A,Ford WSS-M2C945-A;1;1
CASTROL;6144;Моторное масло CASTROL GTX SAE 5W-30 Motor Oil (0,946л);0,946;Синтетическое;5W-30; SH,SJ,SL,SM;; Chrysler Corporation MS-6395H.,Ford ESE-M2C153-F,Ford ESE-M2C153-G,GM 6085M;1;1
CASTROL;6358;Моторное масло CASTROL GTX Syn Blend SAE 5W-30 Motor Oil (0,946л);0,946;Синтетическое;5W-30;SJ,SL,SM,SN;;Chrysler MS 6395Ford WSS-M2C929-A,Ford WSS-M2C946-A,GM 6094M;1;1
CASTROL;6440;Моторное масло CASTROL GTX High Mileage SAE 5W-30 Motor Oil (0.946л);0,946;Синтетическое;5W-30; SG,SH,SJ,SL,SM;;;1;1
CASTROL;6145;Моторное масло CASTROL GTX SAE 10W-30 Motor Oil (0,946л);0,946;Синтетическое;10W-30; SH,SJ,SL,SM;; Chrysler Corporation MS-6395H.,Ford ESE-M2C153-F,Ford ESE-M2C153-G,GM 6085M;1;1
CASTROL;6450;Моторное масло CASTROL GTX High Mileage SAE 10W-30 Motor Oil (0,96л);0,946;Синтетическое;10W-30; SG,SH,SJ,SL,SM;;;1;1
CASTROL;56417;Моторное масло CASTROL EDGE SAE 10W-60 FST (1л);1;;10W-60;;;;1;1
CASTROL;6148;Моторное масло CASTROL GTX High Mileage SAE 5W-20 Motor Oil (0,946л);0,946;Синтетическое;5W-20;;;;1;1
CASTROL;6140;Моторное масло CASTROL GTX SAE 5W-20 Motor Oil (0.946л);0,946;Синтетическое;5W-20; SH,SJ,SL,SM;; Chrysler Corporation MS-6395H.,Ford ESE-M2C153-F,Ford ESE-M2C153-G,GM 6085M;1;1
CASTROL;6356;Моторное масло CASTROL GTX Syn Blend SAE 10W-40 Motor Oil (0,946л);0,946;Синтетическое;10W-40;SJ,SL,SM,SN;;;1;1
CASTROL;6362;Моторное масло CASTROL GTX Syn Blend SAE 10W-30 Motor Oil (0,946л);0,946;Синтетическое;10W-30;SJ,SL,SM,SN;;GM 6094M;1;1
CASTROL;R1-SLXPB4-12X1L;Масло моторное SLX Professional B4 5W-30 (1 л);1;;;;;;1;1
CASTROL;0;Масло мот.SLXProfesLongtecLongLife II 0W-30(1л);1;;;;;;1;1
CASTROL;;Масло мотор.SLX Profess.Fuel Saver 0W-30 ( 1л);1;;;;;;1;1
CASTROL;;Масло мотор.SLX Professional Longtec 0W-40 (1л);1;;;;;;1;1
CASTROL;4,26E+12;Масло мотор.Magnatec Professional A1 5W-30 (1л);1;;;;;;1;1
CASTROL;4,26E+12;Масло мотор.GTX Professional A3 15W-40 (1 л);1;;;;;;1;1
CASTROL;4,01E+12;Масло моторное Act>Evo X-tra 4T 10W-40 (1л);1;;;;;;1;1
